RECORDING_SESSION_LABEL,INDEX,AVERAGE_BLINK_DURATION,AVERAGE_FIXATION_DURATION,SD_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,SD_SACCADE_AMPLITUDE,BLINK_COUNT,FIXATION_COUNT,PUPIL_SIZE_MEAN,SACCADE_COUNT,VISITED_INTEREST_AREA_COUNT,Session_Name_,Trial_Index_,Trial_Recycled_,type,book_name,book,page,total_page,RT,answer,correct_answer,page_name
msd042,39,171.00,146.5,59.01,4.97,3.50,1,12,1391.27,11,,msd042,39,False,question,genome,3,12,13,2314.26732851,3,-99,question-genome-12
msd042,40,53.00,212.4,155.09,3.79,1.08,1,5,1330.78,5,,msd042,40,False,question,genome,3,13,13,1235.80132851,3,-99,question-genome-13
msd042,41,184.91,205.73,103.0,3.83,4.58,33,147,1403.85,146,90,msd042,41,True,reading,northpole,4,1,5,42497.1913285,1,-99,reading-northpole-1
msd042,42,195.68,192.77,89.65,4.61,5.31,22,120,1386.72,119,78,msd042,42,True,reading,northpole,4,2,5,32879.2933285,1,-99,reading-northpole-2
msd042,43,184.62,202.29,78.8,4.58,5.08,16,111,1235.58,111,80,msd042,43,True,reading,northpole,4,3,5,29742.7333285,1,-99,reading-northpole-3
msd042,44,181.70,217.67,109.67,4.20,5.03,23,143,1231.57,142,94,msd042,44,True,reading,northpole,4,4,5,40967.7083285,1,-99,reading-northpole-4
msd042,45,130.22,208.28,94.45,4.62,5.23,9,60,1464.74,59,31,msd042,45,False,reading,northpole,4,5,5,15972.9203285,0,-99,reading-northpole-5
msd042,46,201.15,193.07,78.51,4.01,2.60,13,71,1513.32,70,,msd042,46,False,question,northpole,4,1,13,19430.1323285,3,3,question-northpole-1
msd042,47,135.16,189.19,75.01,6.25,4.69,19,139,1548.0,138,,msd042,47,False,question,northpole,4,2,13,34999.5073285,3,3,question-northpole-2
msd042,48,127.67,201.3,65.72,5.08,3.71,3,33,1550.67,32,,msd042,48,False,question,northpole,4,3,13,8239.89332851,1,1,question-northpole-3
msd042,49,153.88,204.17,87.3,4.66,3.61,8,52,1477.67,51,,msd042,49,False,question,northpole,4,4,13,13929.2523285,4,2,question-northpole-4
msd042,50,140.86,188.21,62.73,5.77,3.94,7,58,1423.29,57,,msd042,50,False,question,northpole,4,5,13,14272.9133285,4,4,question-northpole-5
msd042,51,124.50,187.3,77.9,5.78,2.84,2,10,1371.28,10,,msd042,51,False,question,northpole,4,6,13,2503.13332851,3,-99,question-northpole-6
msd042,52,132.50,205.56,63.14,5.87,4.19,2,18,1447.67,18,,msd042,52,False,question,northpole,4,7,13,4787.75932851,2,-99,question-northpole-7
msd042,53,25.00,207.44,61.66,4.97,2.87,1,9,1406.15,10,,msd042,53,False,question,northpole,4,8,13,2193.28132851,3,-99,question-northpole-8
msd042,54,,165.25,96.12,4.71,0.92,0,4,1141.69,3,,msd042,54,False,question,northpole,4,9,13,732.942328509,2,-99,question-northpole-9
msd042,55,102.00,178.09,114.51,4.53,2.36,1,11,1343.63,10,,msd042,55,False,question,northpole,4,10,13,2393.20432851,3,-99,question-northpole-10
msd042,56,103.50,198.08,71.71,3.41,2.74,2,12,1388.71,11,,msd042,56,False,question,northpole,4,11,13,3013.06432851,3,-99,question-northpole-11
msd042,57,,193.0,74.84,4.37,2.18,0,3,1273.78,3,,msd042,57,False,question,northpole,4,12,13,658.376328509,2,-99,question-northpole-12
msd042,58,,233.33,47.92,2.59,1.50,0,3,1313.15,3,,msd042,58,False,question,northpole,4,13,13,722.417328509,3,-99,question-northpole-13
msd042,59,151.34,220.64,113.57,4.51,5.42,38,165,1445.59,165,90,msd042,59,True,reading,dickens,1,1,5,48964.9653285,1,-99,reading-dickens-1
msd042,60,146.22,207.75,76.02,4.90,5.05,9,77,1311.53,76,61,msd042,60,True,reading,dickens,1,2,5,20187.0143285,1,-99,reading-dickens-2
msd042,61,152.71,220.65,108.61,4.83,5.04,14,97,1347.44,96,73,msd042,61,True,reading,dickens,1,3,5,27230.1563285,1,-99,reading-dickens-3
msd042,62,124.20,195.67,87.31,5.61,4.77,10,72,1402.58,71,54,msd042,62,True,reading,dickens,1,4,5,18196.5473285,1,-99,reading-dickens-4
msd042,63,133.80,197.83,70.94,6.77,6.19,10,77,1477.21,76,56,msd042,63,False,reading,dickens,1,5,5,19824.7123285,0,-99,reading-dickens-5
msd042,64,138.88,184.31,78.53,5.58,4.44,8,54,1541.2,53,,msd042,64,False,question,dickens,1,1,13,13289.3393285,1,1,question-dickens-1
msd042,65,134.50,189.19,77.54,4.85,3.14,4,36,1547.8,36,,msd042,65,False,question,dickens,1,2,13,8730.21332851,3,3,question-dickens-2
msd042,66,119.29,213.82,89.88,5.16,3.61,7,49,1557.44,49,,msd042,66,False,question,dickens,1,3,13,13438.5883285,1,1,question-dickens-3
msd042,67,114.25,191.97,70.35,4.87,2.87,4,31,1532.93,31,,msd042,67,False,question,dickens,1,4,13,7534.23032851,4,4,question-dickens-4
msd042,68,154.57,210.02,72.03,5.39,3.82,14,86,1567.92,85,,msd042,68,False,question,dickens,1,5,13,23987.8703285,3,3,question-dickens-5
msd042,69,153.00,169.78,40.62,4.76,2.13,1,9,1516.68,9,,msd042,69,False,question,dickens,1,6,13,2032.70232851,2,-99,question-dickens-6
msd042,70,,168.0,62.78,4.77,2.44,0,6,1571.74,5,,msd042,70,False,question,dickens,1,7,13,1157.59432851,3,-99,question-dickens-7
msd042,71,141.00,168.0,53.24,3.81,1.70,1,7,1470.2,6,,msd042,71,False,question,dickens,1,8,13,1494.36132851,3,-99,question-dickens-8
msd042,72,119.33,163.9,74.04,4.13,2.25,3,10,1627.52,9,,msd042,72,False,question,dickens,1,9,13,2429.58332851,2,-99,question-dickens-9
msd042,73,,193.33,45.3,3.98,2.13,0,6,1439.17,5,,msd042,73,False,question,dickens,1,10,13,1300.37232851,2,-99,question-dickens-10
msd042,74,,169.0,79.23,4.00,1.28,0,6,1366.28,5,,msd042,74,False,question,dickens,1,11,13,1148.86532851,3,-99,question-dickens-11
msd042,75,26.00,190.5,30.53,3.93,1.01,1,4,1277.54,4,,msd042,75,False,question,dickens,1,12,13,862.046328509,2,-99,question-dickens-12
msd042,76,,218.33,113.78,3.30,2.29,0,3,1334.99,2,,msd042,76,False,question,dickens,1,13,13,665.452328509,3,-99,question-dickens-13
msd043,1,101.33,207.09,88.77,3.70,5.05,30,181,1825.77,180,80,msd043,1,True,reading,genome,3,1,6,46348.4444031,1,-99,reading-genome-1
msd043,2,102.30,202.06,74.25,3.48,4.69,30,214,1667.44,213,98,msd043,2,True,reading,genome,3,2,6,52839.8174031,1,-99,reading-genome-2
msd043,3,109.50,200.67,84.12,3.61,4.81,18,168,1525.1,167,78,msd043,3,True,reading,genome,3,3,6,40756.5414031,1,-99,reading-genome-3
msd043,4,94.13,200.73,70.16,3.81,4.96,15,135,1566.57,135,77,msd043,4,True,reading,genome,3,4,6,32901.9024031,1,-99,reading-genome-4
msd043,5,101.79,196.8,87.08,4.21,5.22,14,128,1582.98,127,70,msd043,5,True,reading,genome,3,5,6,30954.5214031,1,-99,reading-genome-5
msd043,6,88.67,201.98,93.51,3.91,5.62,3,61,1634.06,60,23,msd043,6,False,reading,genome,3,6,6,14475.8514031,0,-99,reading-genome-6
msd043,7,153.00,190.2,68.5,4.51,3.97,7,84,1609.26,83,,msd043,7,False,question,genome,3,1,13,19950.3544031,2,1,question-genome-1
msd043,8,363.00,215.78,87.09,3.47,4.43,2,45,1689.65,45,,msd043,8,False,question,genome,3,2,13,11849.8804031,1,3,question-genome-2
msd043,9,76.00,183.42,66.1,5.22,4.85,1,55,1596.3,54,,msd043,9,False,question,genome,3,3,13,12070.9914031,1,2,question-genome-3
msd043,10,67.50,180.61,71.82,3.86,3.23,2,66,1706.63,65,,msd043,10,False,question,genome,3,4,13,14171.6794031,2,1,question-genome-4
msd043,11,83.67,195.99,73.89,4.91,4.21,3,78,1772.77,77,,msd043,11,False,question,genome,3,5,13,18387.7764031,2,2,question-genome-5
msd043,12,753.00,176.88,68.71,4.83,4.33,1,26,1673.75,25,,msd043,12,False,question,genome,3,6,13,6184.20040306,3,-99,question-genome-6
msd043,13,803.00,199.85,88.96,5.96,5.45,1,47,1751.08,47,,msd043,13,False,question,genome,3,7,13,12046.9234031,3,-99,question-genome-7
msd043,14,,193.89,60.98,4.74,2.65,0,19,1825.63,18,,msd043,14,False,question,genome,3,8,13,4286.92640306,2,-99,question-genome-8
msd043,15,,210.64,168.09,6.10,2.94,0,11,1743.56,10,,msd043,15,False,question,genome,3,9,13,2692.73640306,2,-99,question-genome-9
msd043,16,115.50,186.14,92.45,7.44,7.84,2,21,1725.45,21,,msd043,16,False,question,genome,3,10,13,5048.15140306,3,-99,question-genome-10
msd043,17,328.00,181.06,97.72,4.74,3.13,2,16,1576.85,16,,msd043,17,False,question,genome,3,11,13,4101.08240306,3,-99,question-genome-11
msd043,18,,214.7,96.02,4.78,3.45,0,23,1551.83,22,,msd043,18,False,question,genome,3,12,13,5642.11340306,3,-99,question-genome-12
msd043,19,288.75,231.35,134.24,3.44,1.98,4,34,1692.92,33,,msd043,19,False,question,genome,3,13,13,10227.9624031,4,-99,question-genome-13
msd043,20,91.94,210.76,84.37,3.41,4.53,16,164,1630.52,163,98,msd043,20,True,reading,northpole,4,1,5,41007.3264031,1,-99,reading-northpole-1
msd043,21,98.70,180.79,60.15,4.17,5.06,10,105,1651.02,104,66,msd043,21,True,reading,northpole,4,2,5,23364.4884031,1,-99,reading-northpole-2
msd043,22,93.94,193.6,72.02,4.01,4.85,18,134,1609.91,134,72,msd043,22,True,reading,northpole,4,3,5,32304.9684031,1,-99,reading-northpole-3
msd043,23,96.67,202.64,75.41,4.49,5.11,9,98,1563.35,97,63,msd043,23,True,reading,northpole,4,4,5,24025.6694031,1,-99,reading-northpole-4
msd043,24,65.33,198.59,87.13,4.67,6.15,3,58,1630.84,57,29,msd043,24,False,reading,northpole,4,5,5,13654.3304031,0,-99,reading-northpole-5
msd043,25,127.75,201.67,77.03,3.88,3.60,8,115,1629.67,115,,msd043,25,False,question,northpole,4,1,13,28091.3564031,3,3,question-northpole-1
msd043,26,131.17,194.0,78.62,4.73,4.79,6,94,1649.54,94,,msd043,26,False,question,northpole,4,2,13,22332.2164031,4,3,question-northpole-2
msd043,27,144.67,199.78,77.66,4.34,3.98,6,96,1705.13,96,,msd043,27,False,question,northpole,4,3,13,23453.4874031,3,1,question-northpole-3
msd043,28,108.80,206.99,79.04,4.24,3.87,5,86,1619.23,86,,msd043,28,False,question,northpole,4,4,13,21492.2544031,3,2,question-northpole-4
msd043,29,102.20,188.66,63.19,4.98,5.14,5,94,1520.9,94,,msd043,29,False,question,northpole,4,5,13,21646.1864031,3,4,question-northpole-5
msd043,30,703.00,185.76,73.24,5.99,3.66,1,17,1675.67,16,,msd043,30,False,question,northpole,4,6,13,4452.90240306,3,-99,question-northpole-6
msd043,31,,179.67,41.05,2.27,1.38,0,3,1744.5,2,,msd043,31,False,question,northpole,4,7,13,534.348403063,3,-99,question-northpole-7
msd043,32,,162.94,57.9,4.56,3.15,0,16,1668.79,15,,msd043,32,False,question,northpole,4,8,13,3110.02640306,3,-99,question-northpole-8
msd043,33,295.00,182.33,80.2,12.71,13.78,1,6,1657.6,6,,msd043,33,False,question,northpole,4,9,13,1696.02740306,2,-99,question-northpole-9
msd043,34,448.00,231.0,58.88,7.95,8.86,1,6,1599.54,6,,msd043,34,False,question,northpole,4,10,13,2151.62740306,2,-99,question-northpole-10
msd043,35,853.00,177.42,136.68,6.42,3.61,1,12,1624.5,11,,msd043,35,False,question,northpole,4,11,13,3402.17340306,3,-99,question-northpole-11
msd043,36,,211.0,73.49,4.32,2.05,0,5,1735.92,5,,msd043,36,False,question,northpole,4,12,13,1173.57540306,3,-99,question-northpole-12
msd043,37,357.00,160.69,62.97,5.39,3.30,1,13,1713.85,12,,msd043,37,False,question,northpole,4,13,13,2895.11440306,4,-99,question-northpole-13
msd043,38,98.17,193.5,74.49,4.35,5.55,18,173,1697.14,173,98,msd043,38,True,reading,dickens,1,1,5,41132.3314031,1,-99,reading-dickens-1
msd043,39,103.68,190.29,71.86,3.66,4.86,19,159,1549.3,158,91,msd043,39,True,reading,dickens,1,2,5,37312.3284031,1,-99,reading-dickens-2
msd043,40,112.96,183.52,68.99,3.72,4.98,23,159,1445.56,158,80,msd043,40,True,reading,dickens,1,3,5,36719.2654031,1,-99,reading-dickens-3
msd043,41,117.25,181.37,65.39,5.37,5.52,12,75,1633.12,74,42,msd043,41,True,reading,dickens,1,4,5,17781.5854031,1,-99,reading-dickens-4
msd043,42,100.95,188.17,80.71,4.01,4.74,21,155,1571.51,154,68,msd043,42,False,reading,dickens,1,5,5,36462.3814031,0,-99,reading-dickens-5
msd043,43,168.50,186.12,69.25,4.89,5.07,10,93,1618.67,93,,msd043,43,False,question,dickens,1,1,13,22123.2564031,1,1,question-dickens-1
msd043,44,127.44,188.36,77.03,4.29,3.78,9,95,1710.94,95,,msd043,44,False,question,dickens,1,2,13,22448.7984031,2,3,question-dickens-2
msd043,45,201.83,188.07,72.59,4.23,3.84,6,76,1616.32,75,,msd043,45,False,question,dickens,1,3,13,17942.4214031,4,1,question-dickens-3
msd043,46,185.57,187.76,75.62,3.75,3.18,7,82,1549.46,82,,msd043,46,False,question,dickens,1,4,13,19399.4844031,4,4,question-dickens-4
msd043,47,137.40,165.23,56.19,4.49,4.35,5,57,1685.36,57,,msd043,47,False,question,dickens,1,5,13,12085.9124031,4,3,question-dickens-5
msd043,48,697.50,214.61,85.93,4.30,3.75,2,28,1716.52,27,,msd043,48,False,question,dickens,1,6,13,8386.10640306,3,-99,question-dickens-6
msd043,49,653.00,151.0,66.47,4.04,3.75,1,8,1623.94,8,,msd043,49,False,question,dickens,1,7,13,2194.73540306,3,-99,question-dickens-7
msd043,50,,236.2,139.69,4.05,2.37,0,5,1633.84,4,,msd043,50,False,question,dickens,1,8,13,1272.42040306,3,-99,question-dickens-8
msd043,51,,140.5,63.58,3.56,2.11,0,6,1568.5,5,,msd043,51,False,question,dickens,1,9,13,964.676403062,3,-99,question-dickens-9
msd043,52,803.00,213.42,87.07,3.96,2.18,1,12,1720.62,12,,msd043,52,False,question,dickens,1,10,13,3730.17040306,2,-99,question-dickens-10
msd043,53,491.00,176.56,80.37,4.25,2.81,1,9,1674.9,9,,msd043,53,False,question,dickens,1,11,13,2504.28040306,3,-99,question-dickens-11
msd043,54,,281.0,130.66,3.48,2.35,0,6,1624.43,5,,msd043,54,False,question,dickens,1,12,13,1785.75640306,3,-99,question-dickens-12
msd043,55,,197.57,39.18,2.25,1.71,0,7,1536.35,6,,msd043,55,False,question,dickens,1,13,13,1491.74840306,4,-99,question-dickens-13
msd043,56,87.44,209.28,124.96,4.83,5.67,9,106,1608.96,105,59,msd043,56,True,reading,flytrap,2,1,6,26560.2814031,1,-99,reading-flytrap-1
msd043,57,100.15,202.09,88.19,4.14,5.25,20,170,1667.43,169,83,msd043,57,False,reading,flytrap,2,2,6,42049.3304031,0,-99,reading-flytrap-2
msd043,58,150.50,219.93,76.53,5.50,4.57,8,120,1864.84,120,,msd043,58,False,question,flytrap,2,1,13,32358.7144031,2,1,question-flytrap-1
msd043,59,396.00,181.23,71.8,5.46,5.18,2,40,1669.08,40,,msd043,59,False,question,flytrap,2,2,13,9478.79340306,4,3,question-flytrap-2
msd043,60,,177.0,53.68,4.89,3.15,0,8,1632.38,7,,msd043,60,False,question,flytrap,2,3,13,1641.25140306,3,4,question-flytrap-3
msd043,61,210.75,201.17,66.39,4.69,4.55,4,60,1722.24,60,,msd043,61,False,question,flytrap,2,4,13,15108.7504031,4,2,question-flytrap-4
msd043,62,425.00,176.61,46.65,5.62,5.27,2,44,1567.9,44,,msd043,62,False,question,flytrap,2,5,13,10203.5004031,3,2,question-flytrap-5
msd043,63,795.00,199.25,83.86,4.52,1.96,1,8,1651.96,8,,msd043,63,False,question,flytrap,2,6,13,2623.59040306,4,-99,question-flytrap-6
msd043,64,568.00,163.57,82.2,3.95,2.56,1,7,1635.76,6,,msd043,64,False,question,flytrap,2,7,13,1973.99640306,2,-99,question-flytrap-7
msd043,65,599.00,178.1,74.51,3.26,3.15,1,10,1592.69,10,,msd043,65,False,question,flytrap,2,8,13,2637.61340306,4,-99,question-flytrap-8
msd043,66,726.00,129.57,69.63,7.48,7.75,1,7,1619.37,7,,msd043,66,False,question,flytrap,2,9,13,1928.90040306,2,-99,question-flytrap-9
msd043,67,697.00,204.6,67.64,9.93,10.54,1,5,1610.23,4,,msd043,67,False,question,flytrap,2,10,13,1896.21740306,3,-99,question-flytrap-10
msd043,68,495.00,204.12,121.23,5.92,8.12,1,8,1798.76,8,,msd043,68,False,question,flytrap,2,11,13,2374.08240306,3,-99,question-flytrap-11
msd043,69,,217.0,138.5,4.44,4.40,0,7,1573.3,6,,msd043,69,False,question,flytrap,2,12,13,1664.40040306,2,-99,question-flytrap-12
msd043,70,394.00,158.25,61.82,9.20,11.06,2,4,1679.65,5,,msd043,70,False,question,flytrap,2,13,13,1595.32840306,4,-99,question-flytrap-13
msd044,1,81.97,239.13,123.29,3.26,5.81,35,175,2380.71,174,90,msd044,1,True,reading,northpole,4,1,5,52665.0670795,1,-99,reading-northpole-1
msd044,2,136.47,291.57,172.51,2.78,5.02,40,148,2347.49,147,77,msd044,2,True,reading,northpole,4,2,5,55808.4380795,1,-99,reading-northpole-2
msd044,3,152.80,257.92,190.96,3.00,5.45,41,145,2372.43,144,76,msd044,3,True,reading,northpole,4,3,5,50501.7490795,1,-99,reading-northpole-3
msd044,4,117.12,233.49,136.88,2.69,4.96,41,150,2323.0,149,76,msd044,4,True,reading,northpole,4,4,5,47599.3440795,1,-99,reading-northpole-4
msd044,5,105.62,244.48,146.43,3.03,5.56,16,62,2293.16,61,21,msd044,5,True,reading,northpole,4,5,5,19891.9590795,1,-99,reading-northpole-5
msd044,6,78.00,212.14,103.54,7.13,8.47,1,14,2609.89,13,3,msd044,6,False,reading,northpole,4,5,5,3662.58207947,0,-99,reading-northpole-5
msd044,7,144.62,224.57,155.53,4.05,4.44,16,58,2724.05,57,,msd044,7,False,question,northpole,4,1,13,18424.6200795,3,3,question-northpole-1
msd044,8,118.36,214.11,114.84,4.27,5.66,42,167,2589.13,166,,msd044,8,False,question,northpole,4,2,13,50588.4790795,4,3,question-northpole-2
msd044,9,243.05,223.99,151.75,4.03,4.55,20,87,2562.95,86,,msd044,9,False,question,northpole,4,3,13,29776.0510795,1,1,question-northpole-3
msd044,10,137.87,251.75,148.67,3.13,4.23,15,69,2517.94,69,,msd044,10,False,question,northpole,4,4,13,23213.3340795,4,2,question-northpole-4
msd044,11,199.00,230.83,94.54,5.20,6.67,7,54,2411.39,53,,msd044,11,False,question,northpole,4,5,13,16468.1040795,4,4,question-northpole-5
msd044,12,249.20,205.67,103.46,5.68,5.81,5,27,2640.65,27,,msd044,12,False,question,northpole,4,6,13,8018.69707947,2,-99,question-northpole-6
msd044,13,176.33,336.37,252.17,4.79,4.94,12,68,2379.66,67,,msd044,13,False,question,northpole,4,7,13,28052.3290795,3,-99,question-northpole-7
msd044,14,432.50,219.31,121.2,4.28,2.25,2,13,2672.11,12,,msd044,14,False,question,northpole,4,8,13,4229.28007947,3,-99,question-northpole-8
msd044,15,796.00,164.0,54.87,6.64,8.98,1,9,2470.49,9,,msd044,15,False,question,northpole,4,9,13,2562.08607947,2,-99,question-northpole-9
msd044,16,501.50,203.1,76.12,6.25,7.65,2,10,2507.88,10,,msd044,16,False,question,northpole,4,10,13,3389.20207947,3,-99,question-northpole-10
msd044,17,371.33,206.93,87.39,5.07,5.93,3,15,2582.33,15,,msd044,17,False,question,northpole,4,11,13,4735.70807947,3,-99,question-northpole-11
msd044,18,350.67,275.0,154.75,5.04,4.33,3,17,2445.49,16,,msd044,18,False,question,northpole,4,12,13,6425.36807947,4,-99,question-northpole-12
msd044,19,422.57,385.61,372.27,4.14,6.96,7,28,2874.64,28,,msd044,19,False,question,northpole,4,13,13,14992.7660795,3,-99,question-northpole-13
msd044,20,90.41,252.22,134.68,4.06,6.34,27,120,2581.59,119,64,msd044,20,True,reading,dickens,1,1,5,40446.1720795,1,-99,reading-dickens-1
msd044,21,105.46,246.94,124.29,3.16,5.38,28,144,2345.11,143,72,msd044,21,True,reading,dickens,1,2,5,45051.9910795,1,-99,reading-dickens-2
msd044,22,101.19,250.66,142.16,3.02,5.17,32,161,2288.06,160,84,msd044,22,True,reading,dickens,1,3,5,52046.0540795,1,-99,reading-dickens-3
msd044,23,84.70,256.54,146.06,3.38,5.73,23,123,2386.28,122,61,msd044,23,True,reading,dickens,1,4,5,39230.4130795,1,-99,reading-dickens-4
msd044,24,104.50,222.38,133.58,4.17,6.75,24,105,2598.95,105,61,msd044,24,False,reading,dickens,1,5,5,31947.8260795,0,-99,reading-dickens-5
msd044,25,118.37,261.24,149.81,3.87,5.32,30,134,2446.13,134,,msd044,25,False,question,dickens,1,1,13,45528.2820795,1,1,question-dickens-1
msd044,26,184.67,234.03,127.93,3.58,3.96,9,64,2408.82,63,,msd044,26,False,question,dickens,1,2,13,19703.3630795,3,3,question-dickens-2
msd044,27,133.76,219.63,110.94,3.97,5.34,17,95,2431.88,94,,msd044,27,False,question,dickens,1,3,13,27695.7680795,1,1,question-dickens-3
msd044,28,240.50,211.54,116.04,4.77,5.91,6,39,2410.54,39,,msd044,28,False,question,dickens,1,4,13,11817.4830795,4,4,question-dickens-4
msd044,29,174.58,231.12,130.43,4.11,4.77,12,67,2367.02,66,,msd044,29,False,question,dickens,1,5,13,21441.3860795,3,3,question-dickens-5
msd044,30,240.00,230.94,165.58,5.75,7.80,5,16,2351.74,16,,msd044,30,False,question,dickens,1,6,13,5809.65207947,2,-99,question-dickens-6
msd044,31,376.50,208.06,83.56,4.81,5.17,2,17,2493.02,16,,msd044,31,False,question,dickens,1,7,13,4948.34007947,3,-99,question-dickens-7
msd044,32,64.00,224.2,96.65,6.08,4.41,1,10,2502.46,9,,msd044,32,False,question,dickens,1,8,13,2743.42707947,2,-99,question-dickens-8
msd044,33,546.00,211.56,132.22,4.89,2.82,1,9,2497.53,8,,msd044,33,False,question,dickens,1,9,13,2838.57107947,2,-99,question-dickens-9
msd044,34,269.50,180.33,55.27,4.86,3.22,2,12,2512.02,12,,msd044,34,False,question,dickens,1,10,13,3232.37007947,2,-99,question-dickens-10
msd044,35,307.00,258.0,207.39,3.22,2.35,3,14,2541.04,13,,msd044,35,False,question,dickens,1,11,13,5196.78307947,3,-99,question-dickens-11
msd044,36,,209.67,43.34,4.61,4.77,0,12,2400.83,12,,msd044,36,False,question,dickens,1,12,13,2868.67807947,4,-99,question-dickens-12
msd044,37,,239.0,64.94,3.25,1.95,0,6,2379.13,5,,msd044,37,False,question,dickens,1,13,13,1543.09707947,3,-99,question-dickens-13
msd044,38,113.54,275.41,194.23,2.68,5.12,48,175,2377.1,174,92,msd044,38,True,reading,flytrap,2,1,6,63634.9050795,1,-99,reading-flytrap-1
msd044,39,155.79,219.84,121.06,3.54,5.90,33,125,2179.17,124,75,msd044,39,True,reading,flytrap,2,2,6,39405.3540795,1,-99,reading-flytrap-2
msd044,40,143.74,236.42,129.48,3.30,5.32,31,105,2199.97,104,62,msd044,40,True,reading,flytrap,2,3,6,35880.3440795,1,-99,reading-flytrap-3
msd044,41,123.89,366.95,337.51,3.77,5.79,27,104,2180.58,103,68,msd044,41,True,reading,flytrap,2,4,6,47819.4860795,1,-99,reading-flytrap-4
msd044,42,219.48,221.02,115.39,3.96,5.42,29,91,2226.13,91,47,msd044,42,True,reading,flytrap,2,5,6,33838.5590795,1,-99,reading-flytrap-5
msd044,43,120.21,278.59,157.15,3.96,6.38,24,101,2038.9,100,61,msd044,43,False,reading,flytrap,2,6,6,36253.7620795,0,-99,reading-flytrap-6
msd044,44,168.92,202.42,118.03,4.62,6.14,25,93,2137.58,92,,msd044,44,False,question,flytrap,2,1,13,27678.9190795,3,1,question-flytrap-1
msd044,45,129.27,205.62,125.53,3.66,4.51,15,61,2016.98,61,,msd044,45,False,question,flytrap,2,2,13,17398.6860795,1,3,question-flytrap-2
msd044,46,121.38,207.58,108.26,3.78,5.34,24,122,1974.82,122,,msd044,46,False,question,flytrap,2,3,13,33901.0930795,4,4,question-flytrap-3
msd044,47,165.25,212.78,102.23,3.54,5.18,24,102,2048.1,102,,msd044,47,False,question,flytrap,2,4,13,30150.4260795,2,2,question-flytrap-4
msd044,48,98.60,205.87,101.66,4.31,5.84,10,39,1901.95,38,,msd044,48,False,question,flytrap,2,5,13,10704.7860795,2,2,question-flytrap-5
msd044,49,225.40,204.23,122.27,4.86,5.61,5,26,2157.47,26,,msd044,49,False,question,flytrap,2,6,13,7526.08907947,2,-99,question-flytrap-6
msd044,50,281.67,162.93,108.48,3.61,3.87,3,15,2040.75,14,,msd044,50,False,question,flytrap,2,7,13,4200.64907947,2,-99,question-flytrap-7
msd044,51,78.00,195.0,69.18,4.29,3.85,3,15,1980.03,15,,msd044,51,False,question,flytrap,2,8,13,3706.33407947,4,-99,question-flytrap-8
msd044,52,545.00,145.43,69.14,4.55,2.81,1,7,2072.29,6,,msd044,52,False,question,flytrap,2,9,13,1834.08507947,2,-99,question-flytrap-9
msd044,53,72.00,236.3,89.74,4.81,2.90,1,10,1926.88,9,,msd044,53,False,question,flytrap,2,10,13,2759.75807947,3,-99,question-flytrap-10
msd044,54,,232.5,95.94,4.00,2.41,0,8,1975.21,8,,msd044,54,False,question,flytrap,2,11,13,2099.83607947,3,-99,question-flytrap-11
msd044,55,54.00,188.5,66.04,4.41,2.52,1,10,1923.29,9,,msd044,55,False,question,flytrap,2,12,13,2303.73407947,3,-99,question-flytrap-12
msd044,56,,233.0,63.64,1.85,0.80,0,2,1690.95,2,,msd044,56,False,question,flytrap,2,13,13,485.331079467,3,-99,question-flytrap-13
msd044,57,111.56,246.35,152.47,3.05,5.41,27,99,2001.96,98,47,msd044,57,True,reading,genome,3,1,6,31877.2570795,1,-99,reading-genome-1
msd044,58,119.92,419.93,584.94,2.89,5.17,38,127,1863.54,126,63,msd044,58,True,reading,genome,3,2,6,63342.4750795,1,-99,reading-genome-2
msd044,59,177.89,235.89,201.02,4.68,6.10,19,76,1769.59,76,49,msd044,59,True,reading,genome,3,3,6,24506.0950795,1,-99,reading-genome-3
msd044,60,174.09,450.47,638.05,4.82,6.73,23,64,1786.18,65,37,msd044,60,True,reading,genome,3,4,6,36221.8460795,1,-99,reading-genome-4
msd044,61,120.71,188.11,95.16,2.97,4.80,24,88,1992.1,87,57,msd044,61,True,reading,genome,3,5,6,23184.5220795,1,-99,reading-genome-5
msd044,62,52.50,235.38,114.98,4.85,6.22,4,16,1902.35,16,10,msd044,62,False,reading,genome,3,6,6,4638.19707947,0,-99,reading-genome-6
msd044,63,244.00,204.41,89.09,4.82,6.11,6,29,1991.2,29,,msd044,63,False,question,genome,3,1,13,8693.57007947,1,1,question-genome-1
msd044,64,92.25,260.75,121.31,2.49,3.72,8,36,2031.34,35,,msd044,64,False,question,genome,3,2,13,11512.2270795,2,3,question-genome-2
msd044,65,110.40,208.88,135.57,4.09,5.61,10,48,1889.53,48,,msd044,65,False,question,genome,3,3,13,13199.6440795,1,2,question-genome-3
msd044,66,129.11,201.56,118.51,3.00,4.27,9,43,1822.4,43,,msd044,66,False,question,genome,3,4,13,11190.6930795,2,1,question-genome-4
msd044,67,131.00,249.51,141.58,4.28,4.34,14,35,2081.27,36,,msd044,67,False,question,genome,3,5,13,12151.6560795,3,2,question-genome-5
msd044,68,431.50,161.55,142.26,5.09,8.02,2,11,2004.39,11,,msd044,68,False,question,genome,3,6,13,3167.72707947,3,-99,question-genome-6
